timestamp,accel_x,accel_y,accel_z,speed_kmh,lat,lon,sats
1778404622.2203996,1.889212,0.102367,11.30289,34.3546,14.827688,120.999863,12
1778404622.4202375,1.099125,0.31545,12.74181,34.3546,14.827688,120.999863,12
1778404622.620768,-0.811448,-1.271905,10.05072,34.3546,14.827688,120.999863,12
1778404622.8206792,-0.694132,-0.529703,6.162541,34.3546,14.827688,120.999863,12
1778404623.0207007,-0.210503,-0.572798,8.010865,34.3546,14.827688,120.999863,12
1778404623.220472,1.091943,0.155039,12.75378,34.78056,14.827643,120.999784,12
1778404623.4206405,1.470226,-0.160996,10.82645,34.78056,14.827643,120.999784,12
1778404623.6208303,-0.737228,0.825415,7.184865,34.78056,14.827643,120.999784,12
1778404623.8204808,0.002581,-1.791447,10.4745,34.78056,14.827643,120.999784,12
1778404624.0206468,1.223624,3.727188,8.676453,34.78056,14.827643,120.999784,12
1778404624.220894,-0.636671,-1.374856,5.666941,35.94732,14.827598,120.999702,12
1778404624.4209256,-0.615123,-0.472242,7.634975,35.94732,14.827598,120.999702,12
1778404624.6205318,-0.76117,0.09279,8.599838,35.94732,14.827598,120.999702,12
1778404624.820578,0.244395,0.339393,7.196836,35.94732,14.827598,120.999702,12
1778404625.020756,-0.35655,-0.771517,8.702789,35.94732,14.827598,120.999702,12
1778404625.220482,0.687322,0.806262,7.91749,34.76204,14.827554,120.999616,12
1778404625.420685,0.280308,-0.570404,10.46732,34.76204,14.827554,120.999616,12
1778404625.6207411,0.70887,-0.129871,8.477734,34.76204,14.827554,120.999616,12
1778404625.8202095,1.47262,0.07603,12.97404,34.76204,14.827554,120.999616,12
1778404626.0207925,0.177357,-0.022132,11.40105,34.76204,14.827554,120.999616,12
1778404626.2208374,-0.406828,-0.426752,13.39782,35.70656,14.827515,120.999531,12
1778404626.4208305,-1.347749,0.068848,11.90863,35.70656,14.827515,120.999531,12
1778404626.6209784,-0.081216,-0.998966,9.863977,35.70656,14.827515,120.999531,12
1778404626.820846,-0.234445,-0.534491,11.23346,35.70656,14.827515,120.999531,12
1778404627.0207753,-0.483442,0.085607,7.101068,35.70656,14.827515,120.999531,12
1778404627.220574,0.215665,0.418401,12.61491,35.68804,14.827477,120.999446,12
1778404627.420478,0.002581,0.056877,4.769115,35.68804,14.827477,120.999446,12
1778404627.6208878,0.361711,-1.054033,6.995723,35.68804,14.827477,120.999446,12
1778404627.8207376,-0.574422,0.384882,10.43619,35.68804,14.827477,120.999446,12
1778404628.0208042,-0.435558,0.648245,8.506465,35.68804,14.827477,120.999446,12
1778404628.220564,-0.148254,1.100749,8.33887,34.50276,14.827446,120.999361,12
1778404628.420889,-0.023755,-1.319789,8.271832,34.50276,14.827446,120.999361,12
1778404628.6207678,0.629862,1.174969,6.832917,34.50276,14.827446,120.999361,12
1778404628.820803,-0.900033,-0.809824,8.76025,34.50276,14.827446,120.999361,12
1778404629.0206485,1.139827,0.341787,10.79532,34.50276,14.827446,120.999361,12
1778404629.2205255,0.129473,-1.04685,13.5702,34.57684,14.827415,120.999276,12
1778404629.4204874,0.811821,0.846963,10.6373,34.57684,14.827415,120.999276,12
1778404629.6211398,-0.823419,-0.036497,13.71385,34.57684,14.827415,120.999276,12
1778404629.820613,0.069618,0.291508,11.62611,34.57684,14.827415,120.999276,12
1778404630.0207558,-0.493019,0.626697,10.2255,34.57684,14.827415,120.999276,12
1778404630.2209637,-0.928764,-0.223245,5.882419,32.61372,14.827383,120.999196,12
1778404630.420868,0.239607,-0.144236,7.881577,32.61372,14.827383,120.999196,12
1778404630.620818,0.562824,0.155039,10.49844,32.61372,14.827383,120.999196,12
1778404630.8208084,0.206088,-0.153813,7.919885,32.61372,14.827383,120.999196,12
1778404631.0207925,0.474238,0.200529,10.06988,32.61372,14.827383,120.999196,12
1778404631.220775,0.711264,0.037723,10.38831,32.57668,14.82736,120.999116,12
1778404631.4208574,0.577189,-1.293453,14.74815,32.57668,14.82736,120.999116,12
1778404631.621026,1.027299,-0.627865,12.97883,32.57668,14.82736,120.999116,12
1778404631.8209376,-0.801871,-0.749969,9.071496,32.57668,14.82736,120.999116,12
1778404632.021049,-0.308665,-0.405204,8.439426,32.57668,14.82736,120.999116,12
1778404632.2208133,1.719223,-0.639836,11.86074,32.44704,14.827346,120.999032,12
1778404632.4208343,0.012158,-1.231204,11.79849,32.44704,14.827346,120.999032,12
1778404632.6209817,0.124685,-0.611106,11.36754,32.44704,14.827346,120.999032,12
1778404632.8206987,2.978573,0.044906,14.90856,32.44704,14.827346,120.999032,12
1778404633.0210495,-1.575198,-0.697297,8.602233,32.44704,14.827346,120.999032,12
1778404633.2209122,1.314603,-1.611882,9.952562,33.28044,14.827333,120.998947,12
1778404633.4209788,-0.361338,-0.548856,12.84955,33.28044,14.827333,120.998947,12
1778404633.6211703,-2.188114,-1.535267,4.584762,33.28044,14.827333,120.998947,12
1778404633.820846,0.886041,-0.599135,12.67238,33.28044,14.827333,120.998947,12
1778404634.0210743,-1.759552,-0.086775,5.987764,33.28044,14.827333,120.998947,12
1778404634.22086,2.351293,-1.899186,14.04186,34.76204,14.827325,120.998858,12
1778404634.420866,-1.568016,1.328198,5.044448,34.76204,14.827325,120.998858,12
1778404634.6208825,2.466214,0.303479,15.04742,34.76204,14.827325,120.998858,12
1778404634.8210754,-2.578369,-1.705256,9.361195,34.76204,14.827325,120.998858,12
1778404635.020813,2.705634,0.119126,10.95094,34.76204,14.827325,120.998858,12
1778404635.2210798,-2.044462,-1.643006,4.907979,34.52128,14.827323,120.998767,12
1778404635.4207182,1.716829,1.651415,13.51992,34.52128,14.827323,120.998767,12
1778404635.6211038,0.462267,-1.432317,9.188812,34.52128,14.827323,120.998767,12
1778404635.820704,-0.172196,0.253201,8.61181,34.52128,14.827323,120.998767,12
1778404636.0209086,3.505298,1.495792,11.84159,34.52128,14.827323,120.998767,12
1778404636.2208426,-1.742792,0.961885,5.829747,35.96584,14.827322,120.998674,12
1778404636.4209442,0.450296,0.763166,9.114592,35.96584,14.827322,120.998674,12
1778404636.6209662,-0.289512,1.605925,8.90869,35.96584,14.827322,120.998674,12
1778404636.8210657,-1.429152,-0.544068,9.167264,35.96584,14.827322,120.998674,12
1778404637.021041,-0.378097,0.097578,7.532024,35.96584,14.827322,120.998674,12
1778404637.2210772,-0.086005,-0.661384,10.96052,35.81768,14.82732,120.998581,12
1778404637.421009,-0.938341,-0.149025,7.256691,35.81768,14.82732,120.998581,12
1778404637.6210394,0.783091,0.597966,12.08101,35.81768,14.82732,120.998581,12
1778404637.820933,-1.647024,0.348969,5.350906,35.81768,14.82732,120.998581,12
1778404638.0210483,1.012934,-0.280706,14.41296,35.81768,14.82732,120.998581,12
1778404638.2211132,-0.361338,-0.228033,7.374007,34.42868,14.827321,120.99849,12
1778404638.42108,-1.113117,0.336998,6.531248,34.42868,14.827321,120.99849,12
1778404638.6211412,0.409595,-0.383656,9.931015,34.42868,14.827321,120.99849,12
1778404638.8209035,0.158204,0.217288,11.31965,34.42868,14.827321,120.99849,12
1778404639.0211582,-0.897639,-0.354926,8.915874,34.42868,14.827321,120.99849,12
1778404639.2208824,0.670563,0.605149,8.173671,35.63248,14.82732,120.998399,12
1778404639.4207752,0.069618,0.284326,4.678136,35.63248,14.82732,120.998399,12
1778404639.621208,0.134262,-0.093958,9.878343,35.63248,14.82732,120.998399,12
1778404639.820795,0.471844,1.182152,12.06664,35.63248,14.82732,120.998399,12
1778404640.0209427,0.912377,0.363335,13.74737,35.63248,14.82732,120.998399,12
1778404640.2210004,-0.332607,0.255595,12.94771,35.02132,14.827316,120.998307,12
1778404640.4210296,-1.189732,0.485439,10.38831,35.02132,14.827316,120.998307,12
1778404640.6211452,-0.959888,0.006598,10.59421,35.02132,14.827316,120.998307,12
1778404640.8211489,-1.508161,-0.342955,7.596668,35.02132,14.827316,120.998307,12
1778404641.021066,-2.056433,0.080819,9.418655,35.02132,14.827316,120.998307,12
1778404641.2210798,-0.392463,-0.462665,8.839258,33.2434,14.827311,120.998219,12
1778404641.420925,-0.840178,0.052088,7.625398,33.2434,14.827311,120.998219,12
1778404641.6210597,-0.840178,0.506987,9.756238,33.2434,14.827311,120.998219,12
